,FILENAME,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,3,3,R,3,3.083822669219657,2.8328878847672185,1.4493343688951432,0.8206313904516389,1.3323361084401197,1.9471949950231477,2.2432317681774263,1.115779323450312,0.7322378936984129,1.1272675059499235,0.2673104947371115,1.108158281394025,2.3292842233698225,2.4201315129924317,2.5163857092861446,-0.5201809356929297,-0.03419849399565919,0.8533711133792009
2,3,3,R,3,3.045854486629824,2.793701382141809,1.276488965010212,0.8480469588331203,1.43855495002682,1.9471770587443071,2.2245595291516405,1.008245865910623,0.7608178363395562,1.3158906331590408,0.2679224356049022,1.1304180475335923,2.512515709529681,2.675006543021204,2.6442002692303923,-0.5201809356929297,-0.03419849399565919,0.8533711133792009
3,3,3,R,3,3.0152904747844884,2.877186509900245,1.2964782814410845,0.8876182032420422,1.4638206433067842,1.9565290864172298,2.1848004020568497,1.0585985893818683,0.8102300879606199,1.4485506870453786,0.23199544670324102,1.1244398133858478,2.512638382965057,2.8335163353207506,2.681147890408798,-0.4368949576217187,-0.01740713808208623,0.8993440874039856
4,3,3,R,3,3.053330566461154,2.764572145967355,1.5266048835669759,1.078401104559048,1.718120223630765,1.9318896491540105,2.1133852033311284,1.133827274060491,0.9135299523681981,1.4909550460171725,0.2503856962930362,1.198531113724808,2.3936093163754646,2.6231167299653873,2.5718538298935822,-0.5093367304698039,-0.0006874191487982581,0.8605670354186501
5,3,3,R,3,3.0493571704798383,2.7323809280880043,1.9429460011380384,1.6497264159746654,1.9563402463539865,1.9586590997034612,2.0886831580809355,1.4306376297101089,1.260556646331707,1.6257783172146325,0.1348247879513754,1.209725241406245,1.796611992104951,1.7657687656930425,1.8800348358452545,-0.31614152237388676,-0.024016792263874927,0.9484079984481758
6,3,3,R,3,3.0345577833734034,2.7195097615373554,1.4897165046915628,1.1640094337806486,1.5249347737778425,1.9293703886676932,2.0384480362160073,1.1126722849274124,0.9578832424018137,1.281499980247149,0.21477039259011368,1.2224861698004297,2.1713548440878423,2.271537145488695,2.232205599312949,-0.10060312316459012,-0.08179161471583851,0.9915589459894486
7,3,3,R,3,2.990991942367111,2.732524541228313,1.309646232876497,1.0542502688985829,1.513601950997636,1.9093300768759038,2.0850885399060064,1.0388718076949457,0.8969372838640635,1.2792703004820563,0.2876161690507194,1.25854890975096,2.4568469066425207,2.646437136417179,2.649830963613062,-0.17371696256818875,-0.016986472796896832,0.9846491134703786
8,3,3,R,3,3.0067550598820048,2.7683688768521586,1.3239969563635472,1.1714998618302537,1.6309083518302927,1.9206441684246884,2.075385335705644,1.0057528584170508,0.9315457463037504,1.28590340172837,0.2597368064150065,1.2759293988932754,2.0642977124783664,2.09888492385108,2.1840707285925944,-0.26339110412667427,0.04821840184159407,0.9634833221134521
9,3,3,R,3,3.0042060017791674,2.724733678352443,1.2313995111112646,1.082831465240327,1.5357466963038564,1.9514952176241624,2.078979325184161,0.9578801095117565,0.884224946204844,1.2098393776630814,0.27847415691998834,1.2860871265848646,2.152909528229812,2.116585586363473,2.1417676640613243,-0.188777859829013,0.04643163158788505,0.9809215173633742
10,3,3,R,3,3.0199203808024504,2.7295946313972856,1.2442123677864778,1.1024793005383229,1.5698783151079079,1.9272203650982433,2.051052864540504,0.9708123874378946,0.8976442649911839,1.2209616667956182,0.2847136250859452,1.2933118658080585,2.1423167386947624,2.180868015773388,2.152761807597014,-0.13195232065908294,0.03295163867121071,0.9907082186908336
11,3,3,R,3,2.982132995073399,2.6898806521853245,1.1508971781131512,1.1552204887094106,1.713114370061636,1.9306379932639874,2.0369263754389,0.9968050447645036,0.9586677480334262,1.3301134555140328,0.27653735769441506,1.1974784580357505,2.2934429273990604,2.4049108397185925,2.394938101684128,-0.11199439672356963,0.05752156315625214,0.9920426023486012
12,3,3,R,3,2.992720082874612,2.700956275108968,1.1695822110077887,1.0736726935907264,1.55118326756547,1.914765425635506,2.0558882073723117,1.0348323884322017,0.9151937536786388,1.260471759392899,0.27682750323183763,1.1382530162628,2.433574099064293,2.581264073546868,2.5158405678226785,-0.09141122518572183,0.037672073078587595,0.9951003983618973
13,3,3,R,3,2.9884371551573237,2.7082636500324835,1.2559613900181157,1.0416251908155716,1.5148984165785153,1.966990166908915,2.039211491452642,1.0690702380289334,0.8934288071770198,1.2106692816180598,0.2556272638235999,1.115667514037541,2.3154201645090025,2.5779283167447864,2.5184075166384905,-0.14904881245804963,0.06598540539991801,0.986625753656904
